"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TSUN","WT01","WT02","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT17","WT18","WT19","WT22"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-09-27","3.58","0.00","0.0","0",,,"    1",,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-09-28","5.82","0.11","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-09-29","4.70","0.40","0.0","0",,,"    1",,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-09-30","3.80","0.72","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-01","4.92","0.39","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-02","4.92","0.06","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-03","2.46","0.05","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-04","4.70","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-05","7.38","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-06","2.91","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-07","2.01","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-08","2.68","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-09","2.68","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-10","1.57","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-11","6.26","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-12","10.07","0.45","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-13","7.38","0.34","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-14","5.82","1.02","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-15","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-16","7.83","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-17","7.83","0.00","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-18","3.58","0.01","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-19","10.96","1.12","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-20","8.05","0.01","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-21","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-22","4.25","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-23","2.01","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-24","3.80","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-25","6.49","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-26","2.91","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-27","6.49","0.63","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-28","4.92","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-29","8.72","2.00","2.9","0",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-30","5.82","0.01","0.0","0",,,,,,,,,,,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-10-31","2.01","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-01","6.04","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-02","2.01","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-03","5.82","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-04","8.28","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-05","4.92","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-06","4.03","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-07","4.47","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-08","2.24","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-09","3.58","0.00","0.0","0",,,,,,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-10","3.36","0.02","0.0","0",,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-11","8.28","0.02","0.0","0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-12","7.38","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-13","5.59","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-14","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-15","5.14","0.00","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-16","3.36","0.73","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-17","6.71","0.07","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-18","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-19","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-20","8.50","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-21","4.92","0.12","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-22","7.61","1.16","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-23","6.93","0.46","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-24","5.14","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-25","5.82","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-26","3.13","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-27","4.92","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-28","5.59","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-29","7.38","0.47","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-11-30","8.95","0.00","0.0","0",,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-01","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-02","5.37","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-03","4.25","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-04","3.80","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-05","2.91","0.00","0.0","0",,,,"    1",,,,,"    1",,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-06","4.03","0.20","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-07","4.47","1.68","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-08","9.17","0.16","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-09","5.14","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-10","6.26","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-11","3.80","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-12","4.03","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-13","4.47","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-14","3.58","0.00","0.0","0",,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-15","8.05","0.00","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-16","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-17",,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-18","4.47","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-19","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-20","4.92","0.01","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-21","6.04","0.11","0.0","0",,,,,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-22","5.37","0.06","0.0","0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-23","6.71","0.75","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-24","5.37","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-25","5.82","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-26","8.95","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-27","8.05","1.02","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-28","11.63","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-29","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-30","3.36","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2011-12-31","5.37","0.01","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-01","6.04","0.05","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-02","10.29","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-03","10.51","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-04","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-05","6.26","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-06","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-07","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-08","7.83","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-09","3.58","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-10","7.38","0.00","0.0","0",,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-11","5.82","0.07","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-12","9.17","1.38","0.0","0",,,"    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-13","11.41","0.09","0.0","0",,,,,,,,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-14","8.72","0.00","0.0","0",,,,,,,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-15","8.72","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-16","4.70","0.04","0.0","0",,,,,,,,,,,,,,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-17","8.05","0.19","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-18","10.51","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-19","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-20","7.16","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-21","9.62","0.39","4.3","1",,,,"    1",,,,,,,,"    1",,,,"    1",,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-22","8.50","0.00","0.0","3",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-23","7.38","0.37","0.0","2",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-24","8.28","0.00","0.0","0",,,"    1",,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-25","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-26","3.80","0.18","0.0","0",,,,,,,,,,,,"    1",,"    1",,"    1","    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-27","8.50","0.47","0.0","0",,,"    1","    1",,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-28",,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-29",,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-30",,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-01-31",,"0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-01","8.05","0.03","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-02","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-03","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-04","5.14","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-05","6.04","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-06","8.05","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-07","6.26","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-08","4.25","0.01","0.0","0",,,,,,,,,,,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-09","6.71","0.00","0.0","0",,,"    1",,,,,,,,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-10","6.04","0.00","0.0","0",,,,,,,,,"    1",,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-11","5.82","0.08","0.0","0",,,,,,,,,"    1",,,"    1",,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-12","9.84","0.01","0.2","0",,,,,,,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-13","8.05","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-14","4.25","0.02","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-15","3.58","0.01","0.0","0",,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-16","4.47","0.19","0.0","0",,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-17","6.71","0.03","0.0","0",,,,,,,,,"    1",,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-18","6.49","0.02","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-19","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-20","7.38","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-21","7.38","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-22","6.49","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-23","8.05","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-24","8.05","0.60","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-25","14.99","0.00","0.0","0",,,,,,,,,,,,,,,,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-26","8.72","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-27","3.13","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-28","5.59","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-02-29","3.80","0.37","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-01","2.01","0.13","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-02","8.05","0.16","0.0","0",,,"    1",,,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-03","4.03","0.12","0.0","0",,,"    1","    1",,,,,,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-04","6.93","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-05","8.50","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-06","7.16","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-07","8.28","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-08","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-09","8.72","0.02","0.0","0",,,,,,,,,,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-10","6.71","0.00","0.0","0",,,,,,,,,,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2012-03-11","7.61","0.00","0.0","0",,,,,,,,,,,,,,,,,,
